booking_id,user_id,place_of_visit,duration_of_visit,start_date,end_date,overall_budget
2231,754,Kerala,13,2024-08-18,2024-08-31,INR 111100
2232,548,Manali,15,2023-09-23,2023-10-08,INR 135975
2233,929,Varanasi,14,2025-07-17,2025-07-31,INR 71106
2234,413,London,12,2024-06-21,2024-07-03,INR 22898
2235,25,Manali,12,2024-06-21,2024-07-03,INR 6473
2236,952,Varanasi,6,2025-05-16,2025-05-22,INR 119141
2237,25,Shimla,2,2024-11-03,2024-11-05,INR 57854
2238,273,Bangkok,8,2024-12-27,2025-01-04,INR 11693
2239,357,Kerala,2,2023-12-23,2023-12-25,INR 120208
2240,708,Leh,5,2024-06-13,2024-06-18,INR 87638
2241,625,Rishikesh,7,2025-02-22,2025-03-01,INR 73011
2242,567,London,7,2023-08-20,2023-08-27,INR 128082
2243,254,Rome,14,2023-10-09,2023-10-23,INR 22033
2244,579,Paris,9,2024-03-13,2024-03-22,INR 138850
2245,843,Goa,3,2025-04-11,2025-04-14,INR 122387
2246,96,Sydney,14,2024-10-11,2024-10-25,INR 91114
2247,681,Kerala,3,2023-09-05,2023-09-08,INR 47035
2248,98,Singapore,9,2024-10-23,2024-11-01,INR 147906
2249,881,Shimla,4,2025-04-26,2025-04-30,INR 62045
2250,120,Mysore,15,2023-11-06,2023-11-21,INR 94653
2251,230,Jaipur,10,2023-12-18,2023-12-28,INR 49792
2252,873,Varanasi,3,2025-01-27,2025-01-30,INR 36299
2253,929,Tokyo,10,2024-03-05,2024-03-15,INR 103553
2254,965,Rome,4,2024-09-13,2024-09-17,INR 72994
2255,802,Bali,2,2024-01-16,2024-01-18,INR 14156
2256,226,Sydney,5,2023-08-17,2023-08-22,INR 111553
2257,236,New York,9,2024-12-23,2025-01-01,INR 17685
2258,417,Agra,5,2024-04-05,2024-04-10,INR 18508
2259,305,Tokyo,15,2024-09-08,2024-09-23,INR 43557
2260,522,Singapore,2,2024-02-18,2024-02-20,INR 31319
2261,125,Agra,13,2024-05-28,2024-06-10,INR 149900
2262,651,Goa,14,2023-10-24,2023-11-07,INR 12915
2263,846,Agra,4,2024-06-17,2024-06-21,INR 71031
2264,683,London,12,2024-04-12,2024-04-24,INR 135300
2265,372,Shimla,13,2024-08-08,2024-08-21,INR 138519
2266,293,New York,3,2023-08-11,2023-08-14,INR 35782
2267,671,Jaipur,10,2024-01-28,2024-02-07,INR 79054
2268,477,New York,8,2025-05-13,2025-05-21,INR 117679
2269,437,Shimla,14,2024-04-26,2024-05-10,INR 21569
2270,428,Bangkok,13,2024-02-22,2024-03-06,INR 39411
2271,797,Tokyo,11,2025-08-09,2025-08-20,INR 139015
2272,634,Mysore,2,2025-06-18,2025-06-20,INR 31334
2273,414,Rishikesh,5,2024-10-25,2024-10-30,INR 126760
2274,849,Agra,11,2024-11-24,2024-12-05,INR 127319
2275,668,Tokyo,15,2025-07-27,2025-08-11,INR 105113
2276,566,Sydney,7,2025-05-30,2025-06-06,INR 133889
2277,848,Kerala,6,2024-08-09,2024-08-15,INR 23275
2278,575,Rishikesh,6,2024-04-05,2024-04-11,INR 35213
2279,871,Jaipur,12,2024-09-07,2024-09-19,INR 121483
2280,354,Rome,7,2024-06-20,2024-06-27,INR 22518
2281,130,Agra,12,2025-08-06,2025-08-18,INR 10947
2282,545,Sydney,11,2024-07-19,2024-07-30,INR 96891
2283,152,Bali,7,2024-03-01,2024-03-08,INR 7138
2284,55,Rome,13,2025-03-30,2025-04-12,INR 8903
2285,213,Manali,11,2024-02-28,2024-03-10,INR 82551
2286,506,Bali,13,2024-09-02,2024-09-15,INR 26814
2287,179,Tokyo,13,2025-01-05,2025-01-18,INR 17779
2288,588,Paris,2,2023-11-04,2023-11-06,INR 75939
2289,146,Paris,3,2025-04-27,2025-04-30,INR 111357
2290,518,Leh,2,2024-12-20,2024-12-22,INR 129289
2291,41,Leh,12,2025-05-29,2025-06-10,INR 82497
2292,139,Kerala,12,2024-02-28,2024-03-11,INR 35879
2293,417,Jaipur,7,2024-10-04,2024-10-11,INR 127706
2294,207,Sydney,5,2024-05-07,2024-05-12,INR 135802
2295,513,Goa,9,2024-01-22,2024-01-31,INR 101169
2296,27,Rome,4,2024-04-10,2024-04-14,INR 126701
2297,862,Bali,5,2025-02-03,2025-02-08,INR 15207
2298,586,Mysore,10,2025-04-21,2025-05-01,INR 108938
2299,180,Bali,15,2024-02-25,2024-03-11,INR 59741
2300,446,Shimla,6,2024-08-21,2024-08-27,INR 104457
2301,291,Goa,4,2024-10-01,2024-10-05,INR 95508
2302,568,Varanasi,13,2025-07-17,2025-07-30,INR 126951
2303,849,Jaipur,7,2025-06-04,2025-06-11,INR 49504
2304,544,Manali,7,2025-04-04,2025-04-11,INR 90850
2305,231,Mysore,3,2024-09-01,2024-09-04,INR 79951
2306,5,Paris,12,2025-02-26,2025-03-10,INR 137297
2307,200,Kerala,8,2024-04-05,2024-04-13,INR 12466
2308,83,Goa,6,2024-02-10,2024-02-16,INR 43773
2309,173,Tokyo,7,2025-04-16,2025-04-23,INR 41402
2310,620,Leh,6,2024-10-25,2024-10-31,INR 44439
2311,662,Leh,9,2024-10-18,2024-10-27,INR 108051
2312,972,Sydney,3,2024-01-12,2024-01-15,INR 59676
2313,627,Rome,8,2024-09-28,2024-10-06,INR 37598
2314,104,New York,9,2024-11-14,2024-11-23,INR 58393
2315,985,Manali,3,2025-04-09,2025-04-12,INR 127163
2316,21,Manali,15,2024-07-08,2024-07-23,INR 70088
2317,705,Sydney,11,2023-09-17,2023-09-28,INR 125031
2318,499,Goa,14,2023-10-03,2023-10-17,INR 14133
2319,962,Sydney,2,2025-05-14,2025-05-16,INR 63228
2320,577,Agra,2,2023-10-06,2023-10-08,INR 17595
2321,316,Kerala,7,2025-06-23,2025-06-30,INR 37486
2322,481,New York,9,2024-01-08,2024-01-17,INR 147740
2323,524,Jaipur,7,2025-06-14,2025-06-21,INR 13923
2324,133,Singapore,14,2024-05-08,2024-05-22,INR 142416
2325,699,Shimla,10,2025-05-05,2025-05-15,INR 22094
2326,157,Rome,10,2025-01-16,2025-01-26,INR 16891
2327,818,Singapore,6,2025-04-24,2025-04-30,INR 132436
2328,567,Rishikesh,6,2023-12-06,2023-12-12,INR 58631
2329,598,Paris,3,2025-04-27,2025-04-30,INR 48237
2330,540,Shimla,6,2023-11-19,2023-11-25,INR 30666
2331,95,Bangkok,4,2025-04-30,2025-05-04,INR 8126
2332,142,Tokyo,15,2024-12-23,2025-01-07,INR 115425
2333,240,Kerala,12,2023-08-13,2023-08-25,INR 92210
2334,861,Sydney,15,2025-07-30,2025-08-14,INR 45784
2335,817,Rome,9,2025-06-27,2025-07-06,INR 108880
2336,636,Varanasi,14,2025-06-28,2025-07-12,INR 93851
2337,431,Leh,7,2023-11-09,2023-11-16,INR 53892
2338,862,Tokyo,6,2024-05-14,2024-05-20,INR 40754
2339,547,Bangkok,10,2025-02-15,2025-02-25,INR 103501
2340,67,Agra,11,2023-09-29,2023-10-10,INR 42750
2341,575,Paris,3,2024-01-16,2024-01-19,INR 65664
2342,651,Tokyo,3,2024-01-19,2024-01-22,INR 130600
2343,907,Bali,13,2024-01-16,2024-01-29,INR 117371
2344,514,Jaipur,7,2024-10-09,2024-10-16,INR 9322
2345,927,New York,2,2024-01-04,2024-01-06,INR 111749
2346,834,Kerala,10,2024-04-12,2024-04-22,INR 40978
2347,657,Rome,6,2023-11-27,2023-12-03,INR 58437
2348,798,Dubai,7,2025-03-17,2025-03-24,INR 39115
2349,890,Rome,6,2025-02-05,2025-02-11,INR 41880
2350,495,Kerala,5,2023-09-25,2023-09-30,INR 25544
2351,333,Mysore,2,2024-05-23,2024-05-25,INR 10559
2352,14,Bali,15,2025-04-08,2025-04-23,INR 72726
2353,279,Rishikesh,14,2023-09-28,2023-10-12,INR 66271
2354,532,Varanasi,5,2025-01-31,2025-02-05,INR 9937
2355,521,Tokyo,9,2023-09-01,2023-09-10,INR 66858
2356,581,Bali,11,2024-06-09,2024-06-20,INR 98536
2357,534,Jaipur,7,2023-10-05,2023-10-12,INR 51913
2358,977,Manali,6,2024-09-12,2024-09-18,INR 58178
2359,788,Rome,8,2024-04-02,2024-04-10,INR 104733
2360,296,Varanasi,13,2025-05-23,2025-06-05,INR 115925
2361,852,Rome,9,2025-05-15,2025-05-24,INR 81604
2362,486,Paris,3,2023-12-11,2023-12-14,INR 56599
2363,665,Singapore,7,2024-06-15,2024-06-22,INR 83776
2364,584,Kerala,10,2024-02-01,2024-02-11,INR 12899
2365,747,Agra,4,2025-05-26,2025-05-30,INR 14042
2366,851,Kerala,14,2024-10-03,2024-10-17,INR 106478
2367,66,Manali,12,2023-12-16,2023-12-28,INR 146015
2368,507,Agra,14,2023-10-02,2023-10-16,INR 20824
2369,554,Rome,4,2024-12-17,2024-12-21,INR 139507
2370,641,Bali,4,2023-08-12,2023-08-16,INR 14118
2371,456,Paris,11,2025-07-14,2025-07-25,INR 34701
2372,749,Leh,11,2024-11-17,2024-11-28,INR 37036
2373,642,Dubai,5,2023-10-11,2023-10-16,INR 67846
2374,288,Dubai,4,2024-07-10,2024-07-14,INR 127856
2375,964,New York,15,2024-04-14,2024-04-29,INR 128687
2376,728,Varanasi,4,2024-07-30,2024-08-03,INR 140115
2377,183,London,7,2025-04-03,2025-04-10,INR 47422
2378,59,New York,2,2024-07-18,2024-07-20,INR 126930
2379,962,Jaipur,4,2024-12-08,2024-12-12,INR 67374
2380,763,Goa,6,2023-12-04,2023-12-10,INR 128244
2381,937,Leh,6,2025-03-26,2025-04-01,INR 68061
2382,817,New York,8,2025-02-19,2025-02-27,INR 26584
2383,434,London,10,2025-05-15,2025-05-25,INR 96928
2384,540,Bangkok,12,2023-12-22,2024-01-03,INR 56696
2385,5,Kerala,9,2023-11-13,2023-11-22,INR 51454
2386,101,Paris,12,2023-12-26,2024-01-07,INR 146274
2387,996,Bali,5,2025-03-13,2025-03-18,INR 127256
2388,862,Shimla,5,2025-01-02,2025-01-07,INR 133293
2389,985,Bangkok,6,2024-12-24,2024-12-30,INR 13507
2390,164,Rome,14,2024-10-25,2024-11-08,INR 56296
2391,998,Bali,7,2024-03-23,2024-03-30,INR 77405
2392,667,Jaipur,12,2024-04-11,2024-04-23,INR 33432
2393,972,London,5,2023-10-04,2023-10-09,INR 71123
2394,193,Jaipur,7,2025-04-20,2025-04-27,INR 44934
2395,244,London,6,2025-01-26,2025-02-01,INR 86922
2396,92,Singapore,15,2025-04-08,2025-04-23,INR 23395
2397,281,Jaipur,3,2025-03-07,2025-03-10,INR 107458
2398,671,Sydney,8,2025-01-18,2025-01-26,INR 63447
2399,717,Sydney,15,2025-02-05,2025-02-20,INR 66235
2400,956,Leh,13,2024-02-10,2024-02-23,INR 104465
2401,543,Shimla,11,2024-03-04,2024-03-15,INR 101758
2402,797,Paris,7,2024-02-01,2024-02-08,INR 5336
2403,23,Agra,14,2025-05-18,2025-06-01,INR 13921
2404,691,Varanasi,6,2025-05-31,2025-06-06,INR 148943
2405,971,Bali,6,2024-11-09,2024-11-15,INR 123314
2406,310,Jaipur,6,2024-01-06,2024-01-12,INR 123275
2407,788,Rome,15,2025-01-22,2025-02-06,INR 148631
2408,96,Varanasi,10,2025-01-28,2025-02-07,INR 59342
2409,389,Singapore,4,2024-12-15,2024-12-19,INR 106781
2410,966,Bali,15,2023-12-30,2024-01-14,INR 70846
2411,921,Shimla,5,2025-02-24,2025-03-01,INR 97480
2412,45,Singapore,7,2025-06-26,2025-07-03,INR 80630
2413,986,Kerala,13,2024-11-25,2024-12-08,INR 8589
2414,242,London,13,2024-06-26,2024-07-09,INR 145548
2415,522,London,11,2024-05-02,2024-05-13,INR 23839
2416,3,Dubai,10,2023-10-09,2023-10-19,INR 13458
2417,868,Agra,7,2023-12-04,2023-12-11,INR 145531
2418,123,Bali,10,2023-10-11,2023-10-21,INR 69012
2419,684,Paris,6,2024-09-06,2024-09-12,INR 29860
2420,738,Singapore,2,2025-03-30,2025-04-01,INR 69734
2421,246,Rishikesh,13,2025-07-09,2025-07-22,INR 86566
2422,411,Shimla,4,2024-01-10,2024-01-14,INR 46045
2423,930,Paris,2,2024-12-26,2024-12-28,INR 133778
2424,970,Singapore,9,2023-08-24,2023-09-02,INR 5083
2425,310,Singapore,14,2025-03-23,2025-04-06,INR 145243
2426,660,Mysore,3,2023-09-02,2023-09-05,INR 52448
2427,549,Kerala,6,2024-09-28,2024-10-04,INR 34849
2428,700,Varanasi,15,2024-05-03,2024-05-18,INR 94118
2429,539,Kerala,13,2024-09-17,2024-09-30,INR 61460
2430,798,Singapore,13,2024-06-23,2024-07-06,INR 112826
2431,721,Bali,10,2024-02-29,2024-03-10,INR 55847
2432,938,Agra,9,2025-03-24,2025-04-02,INR 116043
2433,803,Rome,13,2025-03-28,2025-04-10,INR 82410
2434,752,Bali,4,2023-08-25,2023-08-29,INR 130849
2435,303,Singapore,15,2024-11-29,2024-12-14,INR 50333
2436,427,Varanasi,15,2023-10-16,2023-10-31,INR 71845
2437,981,Paris,6,2025-01-30,2025-02-05,INR 48726
2438,172,Bali,4,2024-12-14,2024-12-18,INR 69203
2439,9,Bali,4,2023-10-23,2023-10-27,INR 26132
2440,945,Sydney,11,2024-10-12,2024-10-23,INR 113961
2441,794,Manali,12,2025-04-14,2025-04-26,INR 123540
2442,62,Varanasi,11,2024-07-10,2024-07-21,INR 60357
2443,143,Jaipur,9,2025-03-21,2025-03-30,INR 116272
2444,895,Bali,13,2025-03-22,2025-04-04,INR 107611
2445,447,Varanasi,8,2024-11-10,2024-11-18,INR 59937
2446,436,Sydney,3,2025-03-01,2025-03-04,INR 144620
2447,445,Agra,6,2024-07-28,2024-08-03,INR 42644
2448,476,Agra,15,2023-11-18,2023-12-03,INR 33328
2449,785,Rome,6,2024-07-11,2024-07-17,INR 25952
2450,351,Shimla,6,2025-06-26,2025-07-02,INR 56056
2451,333,Agra,15,2024-10-23,2024-11-07,INR 39827
2452,715,Mysore,14,2025-07-03,2025-07-17,INR 64334
2453,231,Goa,5,2025-01-07,2025-01-12,INR 124488
2454,31,Kerala,5,2024-05-27,2024-06-01,INR 108131
2455,841,Jaipur,11,2024-11-16,2024-11-27,INR 75537
2456,246,Rome,8,2025-01-25,2025-02-02,INR 7349
2457,558,London,9,2023-09-26,2023-10-05,INR 91782
2458,796,Dubai,8,2024-06-15,2024-06-23,INR 7578
2459,992,Varanasi,5,2024-12-24,2024-12-29,INR 91353
2460,560,Kerala,3,2023-08-17,2023-08-20,INR 26253
2461,873,Rishikesh,10,2025-03-07,2025-03-17,INR 123105
2462,705,Paris,11,2023-10-28,2023-11-08,INR 101633
2463,732,Manali,10,2024-01-14,2024-01-24,INR 22096
2464,740,Agra,13,2024-07-12,2024-07-25,INR 36422
2465,481,Manali,10,2024-11-09,2024-11-19,INR 130916
2466,132,Jaipur,6,2025-01-28,2025-02-03,INR 107463
2467,288,Jaipur,11,2024-06-19,2024-06-30,INR 51995
2468,493,Sydney,9,2023-09-05,2023-09-14,INR 131391
2469,233,Goa,2,2023-12-15,2023-12-17,INR 87527
2470,182,Jaipur,11,2025-04-16,2025-04-27,INR 90966
2471,427,Manali,6,2023-10-03,2023-10-09,INR 90734
2472,402,Rome,3,2024-10-18,2024-10-21,INR 139541
2473,307,Varanasi,14,2024-05-16,2024-05-30,INR 147565
2474,782,Rishikesh,14,2024-11-07,2024-11-21,INR 112750
2475,478,Manali,4,2025-06-06,2025-06-10,INR 45065
2476,409,Tokyo,6,2025-05-05,2025-05-11,INR 109334
2477,487,London,11,2024-04-27,2024-05-08,INR 92639
2478,929,Shimla,4,2023-10-04,2023-10-08,INR 135803
2479,575,Agra,15,2024-01-16,2024-01-31,INR 65160
2480,303,Leh,13,2024-06-04,2024-06-17,INR 20826
2481,98,Rishikesh,10,2025-02-11,2025-02-21,INR 49876
2482,980,Varanasi,15,2025-04-02,2025-04-17,INR 74339
2483,984,Dubai,15,2024-06-01,2024-06-16,INR 39760
2484,675,Shimla,6,2023-08-29,2023-09-04,INR 115469
2485,66,Rome,7,2024-11-27,2024-12-04,INR 116681
2486,976,London,9,2024-11-07,2024-11-16,INR 149352
2487,403,Paris,5,2025-04-14,2025-04-19,INR 16401
2488,162,Bangkok,6,2025-01-15,2025-01-21,INR 56059
2489,724,Kerala,15,2025-02-08,2025-02-23,INR 96240
2490,87,Varanasi,9,2024-06-14,2024-06-23,INR 120909
2491,937,Varanasi,3,2023-09-28,2023-10-01,INR 15727
2492,547,Singapore,4,2023-09-21,2023-09-25,INR 117198
2493,74,Rome,14,2024-01-14,2024-01-28,INR 49809
2494,28,Varanasi,2,2024-09-20,2024-09-22,INR 131864
2495,539,Mysore,10,2024-04-22,2024-05-02,INR 83783
2496,150,Manali,3,2024-07-01,2024-07-04,INR 148574
2497,661,Bali,6,2025-07-16,2025-07-22,INR 118707
2498,746,Jaipur,7,2023-12-21,2023-12-28,INR 89538
2499,595,Bali,5,2025-07-18,2025-07-23,INR 37923
2500,115,Dubai,14,2024-07-19,2024-08-02,INR 131870
